tract,Name,Teenage_Birth_Rate
17097860500,"Zion, IL",0.3683
55025001403,"Fitchburg, WI",0.3683
11001007807,"Northeast Washington, Washington, DC",0.3683
4013422102,"Fiesta Neighborhood Group, Mesa, AZ",0.3683
4013092718,"Cortina HOA, Glendale, AZ",0.3683
29177080000,"Lawson, MO",0.3683
48303001706,"West End, Lubbock, TX",0.3683
28153950300,"Waynesboro, MS",0.3683
29189211600,"St. Louis, MO",0.3683
26049000300,"Flint, MI",0.3683
13121010304,"Cliftondale, Atlanta, GA",0.3682
18089021800,"Hammond, IN",0.3682
6081611800,"East Palo Alto, CA",0.3682
17089852805,"North Aurora, IL",0.3682
48029190604,"Central Los Angeles Heights, San Antonio, TX",0.3682
44007018500,"Woonsocket, RI",0.3682
13223120501,"Hiram, GA",0.3682
48483950300,"Shamrock, TX",0.3682
47143975100,"Spring City, TN",0.3682
19179960200,"Ottumwa, IA",0.3682
4013109702,"Maryvale Village, Phoenix, AZ",0.3682
34031175301,"Passaic, NJ",0.3682
18089041400,"Gary, IN",0.3682
48201521000,"Northwest Houston, Houston, TX",0.3682
42101004101,"South Philadelphia, Philadelphia, PA",0.3682
26147622000,"Port Huron, MI",0.3682
48199031000,"Silsbee, TX",0.3682
39035121800,"Lee - Miles, Cleveland, OH",0.3682
40001377000,"Stilwell, OK",0.3681
6071004507,"Arrowhead Farms, San Bernardino, CA",0.3681
40019892200,"Graham, OK",0.3681
20209043400,"Argentine, Kansas City, KS",0.3681
45001950100,"Donalds, SC",0.3681
55079007700,"Murray Hill, Milwaukee, WI",0.3681
39017014600,"Hamilton, OH",0.3681
29109470602,"Aurora, MO",0.3681
4021001301,"Casa Grande, AZ",0.3681
6037239801,"South Los Angeles, Los Angeles, CA",0.368
24027601203,"Elkridge, MD",0.368
28121020803,"Brandon, MS",0.368
13115002000,"Cave Spring, GA",0.368
51650010900,"Phoebus, Hampton, VA",0.368
12073002603,"Tallahassee, FL",0.368
4013113801,"Central City, Phoenix, AZ",0.368
48201212300,"Near Northside, Houston, TX",0.368
25013800202,"East Springfield, Springfield, MA",0.368
40027202302,"Newalla, Oklahoma City, OK",0.3679
48401950501,"Henderson, TX",0.3679
8123000900,"Greeley, CO",0.3679
17031410100,"South Side, Chicago, IL",0.3679
17089854900,"Elgin, IL",0.3679
39119912700,"Zanesville, OH",0.3679
42133001600,"York, PA",0.3679
9009170700,"Meriden, CT",0.3679
29027070400,"Fulton, MO",0.3679
6029004800,"Delano, CA",0.3679
17167003000,"Springfield, IL",0.3679
51069051101,"Winchester, VA",0.3679
37049961302,"Havelock, NC",0.3679
12103020206,"Greater Pinellas Point, Saint Petersburg, FL",0.3679
37159050901,"Salisbury, NC",0.3678
49049002902,"Springville, UT",0.3678
48451001102,"San Angelo, TX",0.3678
41051004001,"North Portland, Portland, OR",0.3678
51710001700,"Talbot Park, Norfolk, VA",0.3678
1051031000,"Millbrook, AL",0.3678
8059011602,"North Alameda, Lakewood, CO",0.3678
48185180301,"Anderson, TX",0.3678
17031813801,"Cicero, IL",0.3678
26161410800,"Ypsilanti, MI",0.3678
40037020705,"Mannford, OK",0.3678
45019002200,"Wadmalaw Island, SC",0.3678
47157020643,"Daybreak, Bartlett, TN",0.3677
48135002300,"Odessa, TX",0.3677
4015951700,"Bullhead City, AZ",0.3677
42085033400,"Farrell, PA",0.3677
29035960100,"Ellsinore, MO",0.3677
19057000400,"Burlington, IA",0.3677
55063010600,"La Crosse, WI",0.3677
49011125808,"Layton, UT",0.3677
13245000100,"Sand Hills, Augusta, GA",0.3677
20091052606,"Heartland Hills, Shawnee, KS",0.3677
6037236204,"Baldwin Village, Los Angeles, CA",0.3677
45029970200,"Islandton, SC",0.3677
29095012904,"South Kansas City, Kansas City, MO",0.3677
12101032103,"Palm Cove, Wesley Chapel, FL",0.3677
28121020704,"Pearl, MS",0.3677
19139050800,"Muscatine, IA",0.3677
39049008370,"Southwest Columbus, Grove City, OH",0.3677
32003003607,"North Las Vegas, NV",0.3677
20177000600,"Ward Meade, Topeka, KS",0.3677
21185030502,"Crestwood, KY",0.3677
48141003100,"Buena Vista, El Paso, TX",0.3676
5031000200,"Jonesboro, AR",0.3676
48029190100,"Midtown, San Antonio, TX",0.3676
34011030400,"Millville, NJ",0.3676
39099804000,"Wick Park, Youngstown, OH",0.3676
48315950100,"Jefferson, TX",0.3676
5047950100,"Ozark, AR",0.3676
17031832500,"Lincoln Park, Chicago, IL",0.3676
4013523006,"Chandler, AZ",0.3676
47037017500,"Radnor, Nashville, TN",0.3676
51173030701,"Chilhowie, VA",0.3676
29189213300,"Saint Ann, MO",0.3676
5007020201,"Rogers, AR",0.3676
22033004602,"Zachary, LA",0.3676
51510200703,"Southwest Quadrant, Alexandria, VA",0.3675
39061024200,"Cincinnati, OH",0.3675
6065045226,"Coachella, CA",0.3675
47125101001,"Clarksville, TN",0.3675
37069060600,"Youngsville, NC",0.3675
17031660500,"South Side, Chicago, IL",0.3675
49035103200,"Liberty Wells, Salt Lake City, UT",0.3675
48025950300,"Beeville, TX",0.3675
48449950400,"Cookville, TX",0.3675
48029180504,"Inner West Side, San Antonio, TX",0.3675
6067007013,"North Sacramento, Sacramento, CA",0.3675
48181000502,"Denison, TX",0.3675
26161404200,"Dartmoor, Ann Arbor, MI",0.3675
51161031102,"Vinton, VA",0.3675
42077001700,"Eighth Ward, Allentown, PA",0.3674
48439105511,"Far Southwest, Fort Worth, TX",0.3674
13039010403,"Saint Marys, GA",0.3674
31055006504,"North Central Omaha, Omaha, NE",0.3674
6019006202,"Sanger, CA",0.3674
5007020302,"Rogers, AR",0.3674
12031015923,"Secret Cove, Jacksonville, FL",0.3674
5061950100,"Dierks, AR",0.3674
19153000103,"Des Moines, IA",0.3674
28095950400,"Amory, MS",0.3674
6071011700,"Oro Grande, CA",0.3674
39095007204,"Southwyck, Toledo, OH",0.3674
48347950302,"Nacogdoches, TX",0.3674
48061010800,"Harlingen, TX",0.3674
6067009634,"Valley Hi / North Laguna, Sacramento, CA",0.3674
36055009400,"Central Business District, Rochester, NY",0.3674
12077950200,"Bristol, FL",0.3674
29055450200,"Steelville, MO",0.3674
32003001609,"Las Vegas, NV",0.3674
18097357900,"Garfield Park-South Neighborhood, Indianapolis, IN",0.3673
24033802104,"District Heights, MD",0.3673
19187000700,"Fort Dodge, IA",0.3673
48439122900,"East Arlington, Arlington, TX",0.3673
53053071808,"Lakewood, WA",0.3673
8077000800,"Pear Park, Grand Junction, CO",0.3673
37071033305,"Gastonia, NC",0.3673
34031182500,"Paterson, NJ",0.3673
42003010300,"Uptown, Pittsburgh, PA",0.3673
48215020501,"McAllen, TX",0.3673
9009351100,"Waterbury, CT",0.3673
39049007532,"Northeast Columbus, Columbus, OH",0.3673
48427950202,"Roma, TX",0.3672
21105970100,"Clinton, KY",0.3672
40049681100,"Stratford, OK",0.3672
17031300700,"Little Village, Chicago, IL",0.3672
39035119701,"Buckeye - Shaker, Cleveland, OH",0.3672
9001070900,"West End - West Side, Bridgeport, CT",0.3672
13089023428,"Lithonia, GA",0.3672
47065010307,"Soddy-Daisy, TN",0.3672
24510240200,"Riverside, Baltimore, MD",0.3672
21111012107,"Louisville, KY",0.3672
37195001500,"Sims, NC",0.3672
48499950200,"Winnsboro, TX",0.3672
4019004418,"Desert Senna Estates, Tucson, AZ",0.3672
28071950402,"Oxford, MS",0.3672
6029001902,"Oleander/Sunset, Bakersfield, CA",0.3672
48085031004,"Princeton, TX",0.3672
17031191000,"Belmont Cragin, Chicago, IL",0.3672
47037015631,"Antioch, Nashville, TN",0.3672
34039039100,"Plainfield, NJ",0.3672
35006974202,"Grants, NM",0.3671
39087050600,"Pedro, OH",0.3671
48453000801,"East Austin, Austin, TX",0.3671
41067032300,"Hillsboro, OR",0.3671
48027021000,"Temple, TX",0.3671
13285960300,"LaGrange, GA",0.3671
13067030344,"Cumberland, Marietta, GA",0.3671
48303001801,"Stubbs-Stewart, Lubbock, TX",0.3671
6037542900,"Compton, CA",0.3671
47143975200,"Dayton, TN",0.3671
4027000200,"Yuma Townsite, Yuma, AZ",0.3671
24033801500,"Oxon Hill, MD",0.3671
21219950300,"Guthrie, KY",0.3671
39153501100,"Elizabeth Park Valley, Akron, OH",0.3671
6071011900,"Barstow, CA",0.3671
1097003406,"Bellewood, Mobile, AL",0.3671
5003960200,"Hamburg, AR",0.3671
1095030100,"Albertville, AL",0.3671
36061024302,"Upper Manhattan, New York, NY",0.367
17089853007,"Aurora, IL",0.367
27123030400,"North End, Saint Paul, MN",0.367
6019002000,"West Fresno, Fresno, CA",0.367
26161407600,"Superior Charter Township, MI",0.367
53009000300,"Forks, WA",0.367
5033020100,"Mountainburg, AR",0.367
11001005900,"Northwest Washington, Washington, DC",0.367
37025040701,"Kannapolis, NC",0.367
4013061024,"Sarival Village, Goodyear, AZ",0.367
29021002500,"Saint Joseph, MO",0.367
1073005909,"Killbough Springs, Birmingham, AL",0.367
34005702809,"Willingboro, NJ",0.367
55079018700,"Lincoln Village, Milwaukee, WI",0.367
17163501602,"Belleville, IL",0.367
48439105703,"Wedgwood East, Fort Worth, TX",0.367
13169030104,"Macon, GA",0.367
49045130900,"Tooele, UT",0.367
48029152202,"Elmendorf, TX",0.367
17031804403,"Elgin, IL",0.367
18179040400,"Bluffton, IN",0.3669
51036600300,"Charles City, VA",0.3669
51041100806,"Richmond, VA",0.3669
35045000612,"Aztec, NM",0.3669
18157001502,"Lafayette, IN",0.3669
6037228710,"Central Alameda, Los Angeles, CA",0.3669
39095010001,"Oregon, OH",0.3669
18097380800,"Perry Township, Indianapolis, IN",0.3669
6115040302,"Marysville, CA",0.3669
6037542000,"Compton, CA",0.3669
27123031400,"North End, Saint Paul, MN",0.3669
48491020602,"The Hermitage, Round Rock, TX",0.3669
37071030401,"Dallas, NC",0.3669
35013001400,"Hatch, NM",0.3669
18017951300,"Logansport, IN",0.3669
39037510100,"Union City, OH",0.3669
36029007000,"Front Park, Buffalo, NY",0.3669
4017960600,"Winslow, AZ",0.3668
42003271500,"Marshall-Shadeland, Pittsburgh, PA",0.3668
48141010339,"El Paso, TX",0.3668
21017030100,"Paris, KY",0.3668
45045002107,"Greenville, SC",0.3668
17201000101,"Machesney Park, IL",0.3668
39085204400,"Painesville, OH",0.3668
48339692900,"Cleveland, TX",0.3668
18039000200,"Chamberlain, Goshen, IN",0.3668
6019001500,"Fresno, CA",0.3668
48147950600,"Bonham, TX",0.3668
42075000402,"Lebanon, PA",0.3668
6037104821,"Arleta, Los Angeles, CA",0.3668
28033070422,"Southaven, MS",0.3668
48201252900,"Highlands, TX",0.3668
39003010900,"Lima, OH",0.3668
17179020302,"East Peoria, IL",0.3667
13021013502,"Macon, GA",0.3667
36061019000,"Harlem, New York, NY",0.3667
48113015700,"Grand Prairie, TX",0.3667
28075000300,"Meridian, MS",0.3667
48441012801,"Park Central Area, Abilene, TX",0.3667
42071011200,"Columbia, PA",0.3667
48113017306,"Hills At Tealwood, Mesquite, TX",0.3667
51710003000,"Lafayette-Winona, Norfolk, VA",0.3667
27093560400,"Litchfield, MN",0.3667
48029151400,"Harlandale, San Antonio, TX",0.3667
6001409100,"Brookfield Village, Oakland, CA",0.3667
4013318400,"Tempe, AZ",0.3667
48201310800,"Greater East End, Houston, TX",0.3667
6071006402,"Curtis, San Bernardino, CA",0.3667
53077001901,"Grandview, WA",0.3667
35009000301,"Clovis, NM",0.3667
19127950100,"Marshalltown, IA",0.3667
10003015000,"New Castle, DE",0.3667
4019003702,"Tucson, AZ",0.3666
12055961302,"Sebring, FL",0.3666
47065010600,"Chattanooga, TN",0.3666
34009020500,"Woodbine, NJ",0.3666
47115050102,"Whitwell, TN",0.3666
17089852903,"Aurora, IL",0.3666
6071011102,"Green Valley Lake, CA",0.3666
10003012200,"Wilmington, DE",0.3666
45083023405,"Greer, SC",0.3666
39049000330,"North Linden, Columbus, OH",0.3666
48049950500,"Bangs, TX",0.3666
47175925200,"Spencer, TN",0.3666
12105011722,"Lakeland, FL",0.3666
8059012034,"Morrison, CO",0.3666
6037532800,"South Los Angeles, Los Angeles, CA",0.3666
48201210500,"Near Northside, Houston, TX",0.3666
17091010601,"Bourbonnais, IL",0.3666
48231961600,"Quinlan, TX",0.3666
4023966101,"Tubac, AZ",0.3666
6071006204,"NE - Sterling, San Bernardino, CA",0.3666
40143004600,"Tulsa, OK",0.3665
48245000102,"Beaumont, TX",0.3665
18093950700,"Williams, IN",0.3665
6113010203,"West Sacramento, CA",0.3665
48427950401,"Rio Grande City, TX",0.3665
48245000101,"Beaumont, TX",0.3665
32003001612,"Las Vegas, NV",0.3665
6065046700,"Moreno Valley, CA",0.3665
13031110200,"Statesboro, GA",0.3665
25027732500,"Green Island, Worcester, MA",0.3665
22053000700,"Jennings, LA",0.3665
18019050306,"Jeffersonville, IN",0.3665
48201324200,"Harrisburg/ Manchester, Houston, TX",0.3665
31001965700,"Hastings, NE",0.3665
48497150500,"Bridgeport, TX",0.3664
47149042300,"Murfreesboro, TN",0.3664
37051000500,"Douglas Byrd, Fayetteville, NC",0.3664
32003003639,"North Las Vegas, NV",0.3664
17097861902,"Waukegan, IL",0.3664
48113014407,"Irving, TX",0.3664
28137950301,"Coldwater, MS",0.3664
21151010200,"Richmond, KY",0.3664
28039950200,"Lucedale, MS",0.3664
21037052100,"Bellevue, KY",0.3664
22115950600,"Leesville, LA",0.3664
42029302600,"West Chester, PA",0.3664
41051003302,"Northeast Portland, Portland, OR",0.3664
11001009203,"Northeast Washington, Washington, DC",0.3664
32003000515,"Las Vegas, NV",0.3664
26145001900,"Saginaw, MI",0.3664
45019001600,"Charleston, SC",0.3664
13295020100,"Rossville, GA",0.3663
48201530700,"Northside, Houston, TX",0.3663
6047000801,"Atwater, CA",0.3663
4009961300,"Safford, AZ",0.3663
5115951200,"Pottsville, AR",0.3663
47113001800,"Jackson, TN",0.3663
24021750702,"College Estates, Frederick, MD",0.3663
48113015305,"Lamar Brown, Irving, TX",0.3663
48423001404,"Lindale, TX",0.3663
29051010500,"Jefferson City, MO",0.3663
11001002801,"Columbia Heights, Washington, DC",0.3663
48027020701,"Temple, TX",0.3663
4017940015,"Winslow, AZ",0.3662
1045021300,"Midland City, AL",0.3662
37047931300,"Nakina, NC",0.3662
8031015600,"South, Denver, CO",0.3662
45079010411,"Columbia, SC",0.3662
6037238400,"South Los Angeles, Los Angeles, CA",0.3662
6037239502,"South Los Angeles, Los Angeles, CA",0.3662
47009010800,"Maryville, TN",0.3662
18079960600,"North Vernon, IN",0.3662
40143004700,"Red Fork/Park Grove, Tulsa, OK",0.3662
10001040700,"Dover, DE",0.3662
45041000600,"Florence, SC",0.3662
13213010600,"Chatsworth, GA",0.3662
12105013901,"Winter Haven, FL",0.3662
6065047000,"Blythe, CA",0.3662
26163565900,"Westland, MI",0.3662
26059050100,"Somerset Center, MI",0.3661
39035124300,"Puritas - Longmead, Cleveland, OH",0.3661
51035080200,"Hillsville, VA",0.3661
13215010608,"Columbus, GA",0.3661
19045000200,"Clinton, IA",0.3661
48157670400,"Southwest Houston, Missouri City, TX",0.3661
42001030500,"Biglerville, PA",0.3661
37057061300,"Lexington, NC",0.3661
20177000900,"Oakland, Topeka, KS",0.3661
39035104300,"Tremont, Cleveland, OH",0.3661
1033020704,"Muscle Shoals, AL",0.3661
48309003703,"Robinson, TX",0.3661
49035113532,"Salt Lake City, UT",0.3661
18041954000,"Connersville, IN",0.3661
22015011002,"Elm Grove, LA",0.3661
4013814300,"White Fence Farms, Gilbert, AZ",0.3661
18117951400,"West Baden Springs, IN",0.3661
6019004701,"Fresno, CA",0.3661
4013111800,"Encanto Village, Phoenix, AZ",0.3661
47183968000,"Martin, TN",0.3661
39093071201,"Eastern Heights, Elyria, OH",0.366
26081013500,"Urbandale, Wyoming, MI",0.366
20155000700,"Hutchinson, KS",0.366
32003002706,"Las Vegas, NV",0.366
29095013003,"South Kansas City, Kansas City, MO",0.366
6019008501,"Parlier, CA",0.366
37183052807,"Raleigh, NC",0.366
48209010907,"Kyle, TX",0.366
29163460100,"Louisiana, MO",0.366
6019002903,"Roosevelt, Fresno, CA",0.366
29083950300,"Blairstown, MO",0.366
27123031600,"Payne - Phalen, Saint Paul, MN",0.366
36061021303,"Upper Manhattan, New York, NY",0.3659
40037021500,"Sapulpa, OK",0.3659
18025952100,"Leavenworth, IN",0.3659
9011690300,"New London, CT",0.3659
45083023102,"Wellford, SC",0.3659
17031813301,"Cicero, IL",0.3659
48029172006,"San Antonio, TX",0.3659
39107967600,"Celina, OH",0.3659
42055011100,"Chambersburg, PA",0.3659
12091020500,"Crestview, FL",0.3659
39025041800,"Bethel, OH",0.3659
1083021200,"Madison, AL",0.3659
48309001800,"Timbercrest, Waco, TX",0.3659
36067000100,"Lakefront, Syracuse, NY",0.3659
48217961400,"Hubbard, TX",0.3659
22105954600,"Ponchatoula, LA",0.3659
6065043405,"Hemet, CA",0.3659
12073002304,"Tallahassee, FL",0.3658
1079979700,"Danville, AL",0.3658
48277000101,"Powderly, TX",0.3658
1095030500,"Arab, AL",0.3658
4013050608,"Sundance, Buckeye, AZ",0.3658
48113012702,"Casa View, Dallas, TX",0.3658
5091020100,"Texarkana, AR",0.3658
6067004905,"Southwestern Sacramento, Sacramento, CA",0.3658
12105016100,"Mulberry, FL",0.3658
4019001304,"Keeling, Tucson, AZ",0.3658
21235920400,"Corbin, KY",0.3658
48469001501,"Victoria, TX",0.3658
29229490300,"Macomb, MO",0.3657
13179010101,"Fort Stewart, GA",0.3657
39105964300,"Rutland, OH",0.3657
22017024102,"Keithville, LA",0.3657
5043490400,"Monticello, AR",0.3657
48201334100,"Southwest Houston, Houston, TX",0.3657
8101002500,"State Fair, Pueblo, CO",0.3657
49011125301,"Sunset, UT",0.3657
36005037300,"Bronx County, NY",0.3657
48505950400,"Zapata, TX",0.3657
6071025100,"Needles, CA",0.3656
36057070300,"Amsterdam, NY",0.3656
36065020300,"Utica, NY",0.3656
18017951400,"Logansport, IN",0.3656
25025100300,"West Codman Hill / West Lower Mills, Boston, MA",0.3656
48355005802,"Robstown, TX",0.3656
42003561000,"Pittsburgh, PA",0.3656
48201320800,"South Houston, TX",0.3656
13061960300,"Fort Gaines, GA",0.3656
17031840800,"Little Village, Chicago, IL",0.3656
48245000304,"Beaumont, TX",0.3656
35001004401,"South Atrisco, Albuquerque, NM",0.3656
37183052102,"Granite Ridge, Raleigh, NC",0.3656
54081000400,"Beckley, WV",0.3656
4013082008,"Horizons On Camelback, Phoenix, AZ",0.3656
17031750200,"South Side, Chicago, IL",0.3655
28061950200,"Bay Springs, MS",0.3655
47173040100,"Luttrell, TN",0.3655
6037576302,"Downtown, Long Beach, CA",0.3655
32023960100,"Round Mountain, NV",0.3655
48303002101,"Caprock, Lubbock, TX",0.3655
12101032300,"Dade City, FL",0.3655
18097340101,"Wayne, Indianapolis, IN",0.3655
26163510500,"Hamtramck, MI",0.3655
26065003301,"Lansing, MI",0.3655
53045960900,"Shelton, WA",0.3655
13047030500,"Rossville, GA",0.3655
17031191301,"Belmont Cragin, Chicago, IL",0.3655
18089030700,"East Chicago, IN",0.3655
32003004000,"North Las Vegas, NV",0.3655
12005000900,"Panama City, FL",0.3655
48139060300,"Waxahachie, TX",0.3655
13107970600,"Swainsboro, GA",0.3655
32003005839,"Las Vegas, NV",0.3655
36047029900,"Kings County, NY",0.3655
18043070600,"Floyds Knobs, IN",0.3655
35015000300,"Carlsbad, NM",0.3654
45045003401,"Greenville, SC",0.3654
39113050502,"Miamisburg, OH",0.3654
51195930900,"Wise, VA",0.3654
39039958900,"Defiance, OH",0.3654
37081015706,"Greensboro, NC",0.3654
17089851301,"Elgin Historic District, Elgin, IL",0.3654
28121020402,"Pearl, MS",0.3654
1069042000,"Cottonwood, AL",0.3654
48141010505,"Fabens, TX",0.3654
48465950302,"Del Rio, TX",0.3654
40009966100,"Elk City, OK",0.3654
48039661200,"Alvin, TX",0.3654
47099960200,"Lawrenceburg, TN",0.3653
4013092705,"Glendale, AZ",0.3653
12107951300,"Pomona Park, FL",0.3653
22063040700,"Denham Springs, LA",0.3653
18003010500,"Fort Wayne, IN",0.3653
17099962700,"Downtown, Ottawa, IL",0.3653
47167040302,"Blaydes Estates, Atoka, TN",0.3653
37119001100,"Chantilly, Charlotte, NC",0.3653
48391950200,"Refugio, TX",0.3653
17089851600,"Elgin, IL",0.3653
12069031102,"Leesburg, FL",0.3653
21111009105,"Louisville, KY",0.3653
13089023209,"Stone Mountain, GA",0.3652
55101000903,"Mount Pleasant, WI",0.3652
47131965300,"Hornbeak, TN",0.3652
48355003203,"South Side, Corpus Christi, TX",0.3652
29095016800,"Midtown - Westport, Kansas City, MO",0.3652
1125010403,"Northport, AL",0.3652
36047024300,"Kings County, NY",0.3652
45025950502,"Cheraw, SC",0.3652
47037015628,"Antioch, Nashville, TN",0.3652
51009010300,"Madison Heights, VA",0.3652
34017001300,"The Heights, Jersey City, NJ",0.3652
6037534405,"Cudahy, CA",0.3652
51550020808,"Indian River, Chesapeake, VA",0.3652
53041970700,"Centralia, WA",0.3652
40109107222,"Central Oklahoma City, Oklahoma City, OK",0.3651
8099000300,"Lamar, CO",0.3651
1115040201,"Pell City, AL",0.3651
51023040100,"Eagle Rock, VA",0.3651
45063021403,"Lexington County, SC",0.3651
13137000100,"Clarkesville, GA",0.3651
45075010200,"Holly Hill, SC",0.3651
12105012700,"Haines City, FL",0.3651
55079017400,"Forest Home Hills, Milwaukee, WI",0.3651
20057961900,"Dodge City, KS",0.3651
47037019108,"Antioch, Nashville, TN",0.3651
47063100400,"Morristown, TN",0.3651
34031181800,"Paterson, NJ",0.3651
6065043001,"Lake Elsinore, CA",0.3651
34029715200,"Lakewood, Lakewood Township, NJ",0.3651
21101020100,"Henderson, KY",0.3651
21187970100,"Owenton, KY",0.365
36007000500,"Binghamton, NY",0.365
10003015900,"New Castle, DE",0.365
48113013105,"North Dallas, Dallas, TX",0.365
39035115100,"South Broadway, Cleveland, OH",0.365
28121020802,"Brandon, MS",0.365
37159051102,"Salisbury, NC",0.365
47083120300,"Tennessee Ridge, TN",0.365
18141011701,"Mishawaka, IN",0.365
4013612300,"Deer Valley, Phoenix, AZ",0.365
42133020910,"York Haven, PA",0.365
6037542602,"Compton, CA",0.365
6037402501,"Westmont, Pomona, CA",0.365
4021000207,"San Tan Valley, AZ",0.365
18067000900,"Kokomo, IN",0.365
48113004800,"Oak Cliff, Dallas, TX",0.365
39159050500,"Marysville, OH",0.365
4013110400,"Encanto Village, Phoenix, AZ",0.3649
28159950500,"Louisville, MS",0.3649
45083022401,"Campobello, SC",0.3649
5045030401,"Conway, AR",0.3649
4013061026,"Surprise Farms, Surprise, AZ",0.3649
10005050301,"Bridgeville, DE",0.3649
19193001200,"Sioux City, IA",0.3649
34031183200,"Paterson, NJ",0.3649
6019005607,"Clovis, CA",0.3649
48135000500,"Odessa, TX",0.3649
39171950100,"Pioneer, OH",0.3649
32003002207,"Las Vegas, NV",0.3649
39043041000,"Sandusky, OH",0.3649
17055040600,"Benton, IL",0.3649
37119001916,"Becton Park, Charlotte, NC",0.3648
41051003402,"North Portland, Portland, OR",0.3648
47111970300,"Lafayette, TN",0.3648
37119003807,"Montclaire South, Charlotte, NC",0.3648
24510270402,"Glenham-Belford, Baltimore, MD",0.3648
13055010200,"Trion, GA",0.3648
51740213104,"Portsmouth, VA",0.3648
45031010800,"Hartsville, SC",0.3648
13237960300,"Eatonton, GA",0.3648
6039000507,"Madera, CA",0.3648
17091010702,"Bradley, IL",0.3648
37081013602,"High Point, NC",0.3648
48339692601,"Conroe, TX",0.3648
6037900701,"Lancaster, CA",0.3648
34003023501,"Hackensack, NJ",0.3648
24510280401,"Baltimore, MD",0.3648
36055006700,"19th Ward, Rochester, NY",0.3648
22005030206,"Gonzales, LA",0.3648
12095014302,"Pine Castle, FL",0.3648
1087232100,"Tuskegee, AL",0.3648
13245010204,"Augusta, GA",0.3648
6037106114,"Sylmar, San Fernando, CA",0.3648
26163524200,"Springwells Village, Detroit, MI",0.3648
48485012900,"Wichita Falls, TX",0.3647
51760030500,"Downtown, Richmond, VA",0.3647
17031826201,"South Holland, IL",0.3647
18003010815,"Fort Wayne, IN",0.3647
17165956200,"Harrisburg, IL",0.3647
28105950700,"Starkville, MS",0.3647
34033020200,"Penns Grove, NJ",0.3647
27123030900,"Payne - Phalen, Saint Paul, MN",0.3647
18067001200,"Fairlawn, Kokomo, IN",0.3647
39023001102,"Springfield, OH",0.3647
39095000600,"Five Points, Toledo, OH",0.3647
5021950100,"Piggott, AR",0.3647
12105013702,"Winter Haven, FL",0.3646
11001007603,"Southeast Washington, Washington, DC",0.3646
12115002723,"North Port, FL",0.3646
39049000600,"Old North Columbus, Columbus, OH",0.3646
6077002201,"Park, Stockton, CA",0.3646
45007010900,"Townville, SC",0.3646
5031000401,"Jonesboro, AR",0.3646
28117950100,"Booneville, MS",0.3646
48157670101,"Fort Bend Houston, Houston, TX",0.3646
13133950500,"Greensboro, GA",0.3646
21049020202,"Winchester, KY",0.3646
42101026800,"North Philadelphia, Philadelphia, PA",0.3645
5125010507,"Benton, AR",0.3645
1049960600,"Geraldine, AL",0.3645
37071031201,"Mount Holly, NC",0.3645
18163003803,"Evansville, IN",0.3645
12023110903,"Fort White, FL",0.3645
55025002500,"Madison, WI",0.3645
37045951503,"Shelby, NC",0.3645
48141004201,"Hacienda Heights, El Paso, TX",0.3645
12125960300,"Lake Butler, FL",0.3645
29159481100,"Sedalia, MO",0.3645
45063020803,"Swansea, SC",0.3645
1071950200,"Bridgeport, AL",0.3644
4021000700,"San Manuel, AZ",0.3644
13063040621,"Hampton, GA",0.3644
34031180201,"Paterson, NJ",0.3644
18081610702,"Bargersville, IN",0.3644
51710000201,"Bay View, Norfolk, VA",0.3644
51059420400,"Alexandria, VA",0.3644
49003960601,"Brigham City, UT",0.3644
18005010400,"Columbus, IN",0.3644
1053970700,"Atmore, AL",0.3644
1089001402,"Huntsville, AL",0.3644
26163538700,"Detroit, MI",0.3644
45079001100,"Columbia, SC",0.3643
24011955201,"Ridgely, MD",0.3643
6075018000,"Mission Bay, San Francisco, CA",0.3643
40143008300,"Tulsa, OK",0.3643
41051004900,"Northwest District, Portland, OR",0.3643
39061025200,"Cincinnati, OH",0.3643
37079950300,"Snow Hill, NC",0.3643
37025042402,"Concord, NC",0.3643
5145071100,"Higginson, AR",0.3643
36005002702,"Bronx County, NY",0.3643
13151070114,"Stockbridge, GA",0.3643
37147000501,"Greenville, NC",0.3643
4019004334,"West Star Estates, Tucson, AZ",0.3643
42017100303,"Bristol, PA",0.3643
48085031900,"Original Donation, Plano, TX",0.3643
12057005302,"Palmetto Beach, Tampa, FL",0.3643
48167722900,"La Marque, TX",0.3643
42003070600,"Shadyside, Pittsburgh, PA",0.3643
48139060212,"Waxahachie, TX",0.3643
37183053205,"Alston Pond, Fuquay Varina, NC",0.3643
37157041002,"Reidsville, NC",0.3643
44007000600,"Upper South Providence, Providence, RI",0.3642
22005030205,"Gonzales, LA",0.3642
17031220400,"Logan Square, Chicago, IL",0.3642
47063100900,"Morristown, TN",0.3642
48123970400,"Cuero, TX",0.3642
12057002800,"Northwest Tampa, Tampa, FL",0.3642
39005970400,"Ashland, OH",0.3642
32003000101,"Las Vegas, NV",0.3642
18031969300,"Greensburg, IN",0.3642
9001072900,"Reservoir - Whiskey Hill, Bridgeport, CT",0.3642
13313000301,"Dalton, GA",0.3642
23001044000,"Livermore Falls, ME",0.3642
48167725000,"Galveston, TX",0.3642
30003940600,"Crow Agency, MT",0.3641
4001944100,"Lukachukai, AZ",0.3641
4005942201,"Page, AZ",0.3641
4013107102,"Alhambra, Phoenix, AZ",0.3641
