tract,Name,Employment_Rate_at_Age_35
48021950400,"Bastrop, TX",0.7092
48201251100,"Kingwood, Humble, TX",0.7092
42101027600,"Logan/ Ogontz/ Fern Rock, Philadelphia, PA",0.7092
36031961100,"Crown Point, NY",0.7092
36055015200,"Brockport, NY",0.7092
24510260605,"Medford - Broening, Baltimore, MD",0.7092
1007010001,"West Blocton, AL",0.7092
26125130700,"White Lake, White Lake charter Township, MI",0.7092
42129803302,"Irwin, PA",0.7092
6073017052,"Rancho Bernardo, San Diego, CA",0.7092
24033801211,"Clinton, MD",0.7092
48439113109,"North Arlington, Arlington, TX",0.7092
4025001002,"Prescott, AZ",0.7092
48201420400,"Southwest Houston, Houston, TX",0.7091
34007607702,"Lindenwold, NJ",0.7091
48251130207,"Burleson, TX",0.7091
6085504415,"Milpitas, CA",0.7091
12117021201,"Geneva, FL",0.7091
48159950300,"Winnsboro, TX",0.7091
29187950700,"Farmington, MO",0.7091
6061020712,"Sierra Gardens, Roseville, CA",0.7091
12031014404,"Southside, Jacksonville, FL",0.7091
17031672000,"Englewood, Chicago, IL",0.7091
42101008200,"Angora, Philadelphia, PA",0.7091
34011041000,"Vineland, NJ",0.7091
22019003500,"Vinton, LA",0.7091
17031250200,"Austin, Chicago, IL",0.7091
34025811303,"Howell, NJ",0.7091
48429950200,"Breckenridge, TX",0.7091
51740210300,"Portsmouth, VA",0.7091
12083000402,"Fort McCoy, FL",0.7091
4027000302,"Beltran, Yuma, AZ",0.7091
35001004720,"Paradise Hills Civic, Albuquerque, NM",0.7091
35001000601,"Jerry Cline Park, Albuquerque, NM",0.7091
34039037500,"Springfield Township, NJ",0.7091
39105964200,"Pomeroy, OH",0.7091
36055004602,"Group 14621, Rochester, NY",0.7091
34005704011,"Marlton, Evesham Township, NJ",0.7091
37051002401,"Fayetteville, NC",0.7091
49035101101,"Greater Avenues, Salt Lake City, UT",0.7091
25001011600,"Dennis Port, Dennis, MA",0.7091
37097061301,"Statesville, NC",0.7091
37119005200,"Tryon Hills, Charlotte, NC",0.7091
42079211400,"Trucksville, PA",0.7091
26163506800,"Detroit, MI",0.7091
6073018518,"Tri-City, Oceanside, CA",0.7091
6099001100,"Modesto, CA",0.7091
4019002901,"Oak Flower, Tucson, AZ",0.7091
36059406701,"Hempstead, NY",0.7091
28047003204,"Gulfport, MS",0.7091
8123001300,"Greeley, CO",0.7091
35013001103,"Las Cruces, NM",0.7091
22023970100,"Lake Charles, LA",0.7091
9005253500,"New Milford, CT",0.7091
41015950302,"Brookings, OR",0.7091
12127082202,"Fairway, Daytona Beach, FL",0.7091
27053024200,"Minneapolis, MN",0.7091
18043070600,"Floyds Knobs, IN",0.7091
25027760100,"Brookfield, MA",0.7091
48329010114,"Midland, TX",0.7091
40143006000,"McKinley, Tulsa, OK",0.709
12009071200,"Poinsett Gardens, Cocoa, FL",0.709
6059021807,"Anaheim Hills, Anaheim, CA",0.709
29183311001,"Saint Charles, MO",0.709
6037650502,"West Torrance, Torrance, CA",0.709
6095252606,"Fairfield, CA",0.709
30029000100,"Columbia Falls, MT",0.709
54079020605,"Hurricane, WV",0.709
13051004001,"Savannah, GA",0.709
8083941100,"Cortez, CO",0.709
48441011900,"Original Town South, Abilene, TX",0.709
48307950400,"Brady, TX",0.709
21107970600,"Madisonville, KY",0.709
40109108109,"Edmond, OK",0.709
24037875400,"Leonardtown, MD",0.709
6059032034,"Mission Viejo, CA",0.709
12105012700,"Haines City, FL",0.709
37051003305,"Westover, Fayetteville, NC",0.709
26099256400,"Roseville, MI",0.709
36059517101,"Glen Cove, NY",0.709
48303000402,"Lubbock, TX",0.709
6059110118,"Cypress, CA",0.709
49035113702,"Kearns, UT",0.709
26163585800,"Romulus, MI",0.709
17119401500,"Alton, IL",0.709
48201510700,"Washington Ave./ Memorial Park, Houston, TX",0.709
37129011603,"Wilmington, NC",0.709
6019005607,"Clovis, CA",0.709
29077003600,"Springfield, MO",0.709
36081016100,"Queens County, NY",0.709
47079969600,"Paris, TN",0.709
39035107000,"Old Brooklyn, Cleveland, OH",0.709
42003475101,"Bethel Park, PA",0.709
48181001801,"Howe, TX",0.709
51041100406,"Richmond, VA",0.709
54087962900,"Gandeeville, WV",0.709
55079005700,"Cooper Park, Milwaukee, WI",0.709
41029000501,"Medford, OR",0.709
40109106302,"College Park, Oklahoma City, OK",0.709
36067011011,"Liverpool, NY",0.709
21087930100,"Summersville, KY",0.709
6077000900,"Pacific, Stockton, CA",0.709
6073012102,"National City, CA",0.709
6037552302,"Norwalk, CA",0.709
29043020202,"Nixa, MO",0.709
6037601802,"Inglewood, CA",0.709
26157000900,"Vassar, MI",0.709
12049970101,"Wauchula, FL",0.709
12001001702,"Suburban Heights, Gainesville, FL",0.709
30035976000,"Cut Bank, MT",0.7089
40125500700,"Shawnee, OK",0.7089
45009960300,"Olar, SC",0.7089
41045970300,"Ontario, OR",0.7089
54039000800,"Charleston, WV",0.7089
13127000101,"Saint Simons Island, GA",0.7089
51193010400,"Colonial Beach, VA",0.7089
25017326101,"Groton, MA",0.7089
6037405301,"Covina, CA",0.7089
6085503313,"Evergreen, San Jose, CA",0.7089
36005008900,"Bronx County, NY",0.7089
6037222002,"South Los Angeles, Los Angeles, CA",0.7089
4013092306,"Glendale, AZ",0.7089
6037296300,"San Pedro, Los Angeles, CA",0.7089
39049009440,"South Columbus, Groveport, OH",0.7089
34011040800,"Vineland, NJ",0.7089
47179061902,"Telford, TN",0.7089
5143011002,"Lincoln, AR",0.7089
48245006600,"Port Arthur, TX",0.7089
5145070900,"Searcy, AR",0.7089
53073000300,"Birchwood, Bellingham, WA",0.7089
4003000301,"Benson, AZ",0.7089
37021002603,"Leicester, NC",0.7089
12035060303,"Palm Coast, FL",0.7089
54055002200,"Bluefield, WV",0.7089
1049960200,"Henagar, AL",0.7089
37093970300,"Raeford, NC",0.7089
26081001300,"Creston, Grand Rapids, MI",0.7089
6071011600,"Helendale, CA",0.7089
9003484200,"Broad Brook, East Windsor, CT",0.7089
24031701213,"Rockville, MD",0.7089
48201422900,"Braeburn, Houston, TX",0.7089
12011050311,"Lauderdale Lakes, FL",0.7089
31109000500,"North Bottoms, Lincoln, NE",0.7089
34031175302,"Passaic, NJ",0.7089
48113016001,"Grand Prairie, TX",0.7089
6065041302,"La Sierra, Riverside, CA",0.7089
1003010903,"Loxley, AL",0.7089
6037576801,"Alamitos Beach, Long Beach, CA",0.7089
26163570400,"Inkster, MI",0.7089
22045030200,"New Iberia, LA",0.7089
17197880410,"Romeoville, IL",0.7089
37047931000,"Whiteville, NC",0.7089
25009210900,"Peabody, MA",0.7089
9003501800,"Clay Arsenal, Hartford, CT",0.7089
22051020513,"Kenner, LA",0.7089
12086010015,"Opa-locka, FL",0.7089
36117021600,"North Rose, NY",0.7089
36047035300,"Kings County, NY",0.7089
48491020312,"Leander, TX",0.7089
4013115802,"South Mountain Village, Phoenix, AZ",0.7089
36081077908,"Queens County, NY",0.7089
13233010200,"Cedartown, GA",0.7089
42029306000,"Coatesville, PA",0.7089
12086016200,"Miami, FL",0.7089
48257050400,"Terrell, TX",0.7089
24031701210,"Potomac, MD",0.7089
6073020307,"Vineyard, Escondido, CA",0.7089
6037552601,"Norwalk, CA",0.7089
24033806501,"Riverdale, Riverdale Park, MD",0.7089
12031001500,"Urban Core, Jacksonville, FL",0.7088
48167722100,"Texas City, TX",0.7088
48039660602,"Pearland, TX",0.7088
26099250700,"Saint Clair Shores, MI",0.7088
34029715902,"Lakewood, Lakewood Township, NJ",0.7088
6037432801,"El Monte City, El Monte, CA",0.7088
24031704803,"Bethesda, MD",0.7088
6073008303,"La Jolla, San Diego, CA",0.7088
48201333800,"Greater Hobby Area, Houston, TX",0.7088
48181000400,"Denison, TX",0.7088
6013324001,"Walnut Creek, CA",0.7088
25027732400,"Oak Hill, Worcester, MA",0.7088
6071007404,"Amber Hills, Highland, CA",0.7088
13255161000,"Griffin, GA",0.7088
37183051502,"North Hills, Raleigh, NC",0.7088
9013890100,"Stafford Springs, Stafford, CT",0.7088
54011002000,"Huntington, WV",0.7088
39113120102,"Dayton, OH",0.7088
36069051500,"Geneva, NY",0.7088
12099004009,"West Palm Beach, FL",0.7088
51760061000,"Manchester, Richmond, VA",0.7088
45045003601,"Greenville, SC",0.7088
54053954802,"Letart, WV",0.7088
6085512001,"Edenvale, San Jose, CA",0.7088
36103147300,"Bay Shore, NY",0.7088
26123970700,"White Cloud, MI",0.7088
37055970601,"Manteo, NC",0.7088
5069000303,"Pine Bluff, AR",0.7088
32003002605,"Las Vegas, NV",0.7088
51630000200,"Fredericksburg, VA",0.7088
45075011900,"Neeses, SC",0.7088
48113018130,"Mesquite, TX",0.7088
42091203103,"Lafayette Hill, PA",0.7088
22071001600,"Florida Development Neighborhood, New Orleans, LA",0.7088
48113014308,"Irving, TX",0.7088
37119005301,"Sugar Creek, Charlotte, NC",0.7088
25013813401,"East Longmeadow, MA",0.7088
37197050501,"Yadkinville, NC",0.7088
37183050100,"Downtown, Raleigh, NC",0.7088
40019892800,"Ardmore, OK",0.7087
4013109002,"Alhambra, Phoenix, AZ",0.7087
6085504803,"Morse Park, Sunnyvale, CA",0.7087
6047000401,"Stevinson, CA",0.7087
6067007406,"Larchmont Village, North Highlands, CA",0.7087
26163546600,"Franklin Park, Detroit, MI",0.7087
48099010504,"Fort Hood, TX",0.7087
17031612100,"South Side, Chicago, IL",0.7087
18097340114,"Wayne, Indianapolis, IN",0.7087
35013000500,"Las Cruces, NM",0.7087
12057011504,"Odessa, FL",0.7087
36049950700,"Constableville, NY",0.7087
49049000711,"Orchard North, Orem, UT",0.7087
48113013008,"Lake Highlands, Dallas, TX",0.7087
49035113904,"Magna, UT",0.7087
26161423400,"Saline, MI",0.7087
9003476300,"Windsor Locks, CT",0.7087
55121100100,"Osseo, WI",0.7087
12115002009,"Sarasota, FL",0.7087
22033004503,"Broadmoor/Sherwood Forest, Baton Rouge, LA",0.7087
37061090200,"Faison, NC",0.7087
6037600201,"South Los Angeles, Los Angeles, CA",0.7087
1039962000,"Andalusia, AL",0.7087
40051001000,"Chickasha, OK",0.7087
36085024401,"Richmond County, NY",0.7087
8013060900,"Lafayette, CO",0.7087
49049002206,"Provo Bay, Provo, UT",0.7087
51059480503,"Herndon, VA",0.7087
11001008001,"Northeast Washington, Washington, DC",0.7087
51005080201,"Covington, VA",0.7087
54043955500,"Hamlin, WV",0.7087
6019005405,"Fresno, CA",0.7087
5143010508,"Fayetteville, AR",0.7087
4013112402,"Maryvale Village, Phoenix, AZ",0.7087
6001443105,"Cameron Hills, Fremont, CA",0.7087
5129970200,"Marshall, AR",0.7087
6107002004,"Visalia, CA",0.7087
41005022708,"Ladd Hill, Wilsonville, OR",0.7087
4013421303,"Casa Mesa II, Mesa, AZ",0.7087
4019004320,"Tucson, AZ",0.7087
26163537500,"Belmont, Detroit, MI",0.7087
36059519801,"Plainview, NY",0.7087
22051023003,"Metairie, LA",0.7087
6067009408,"Galt, CA",0.7087
6059052428,"Trabuco Canyon, CA",0.7087
48357950300,"Perryton, TX",0.7087
40143007617,"Burning Tree, Tulsa, OK",0.7087
4005001200,"Flagstaff, AZ",0.7087
17031061901,"Lake View East, Chicago, IL",0.7087
48201431402,"Westside, Houston, TX",0.7087
8031004006,"South, Denver, CO",0.7087
37125950402,"Carthage, NC",0.7087
6071010011,"Hesperia, CA",0.7087
47149040101,"La Vergne, TN",0.7087
51083930400,"Virgilina, VA",0.7087
13195020300,"Comer, GA",0.7087
34005702802,"Willingboro, NJ",0.7087
45051051503,"Myrtle Beach, SC",0.7086
12071070200,"Saint James City, FL",0.7086
4023966302,"Nogales, AZ",0.7086
6067008135,"Greengate, Citrus Heights, CA",0.7086
17113005102,"Hudson, IL",0.7086
8031004304,"East, Denver, CO",0.7086
17031826902,"Harvey, IL",0.7086
13089023501,"Decatur, GA",0.7086
4013050608,"Sundance, Buckeye, AZ",0.7086
45079010306,"Irmo, SC",0.7086
37035010101,"Claremont, NC",0.7086
53021020400,"Pasco, WA",0.7086
20209045000,"Shawnee Heights, Kansas City, KS",0.7086
26099262500,"Warren, MI",0.7086
21211040502,"Simpsonville, KY",0.7086
55139001803,"Oshkosh, WI",0.7086
24003701400,"Harwood, MD",0.7086
26125165000,"Farmington, MI",0.7086
36005039800,"Bronx County, NY",0.7086
21227010200,"Bowling Green, KY",0.7086
34025807003,"Asbury Park, NJ",0.7086
51810040000,"Joint Expeditionary Base Little Creek-Fort Story, Virginia Beach, VA",0.7086
17031252101,"Austin, Chicago, IL",0.7086
6065043309,"Hemet, CA",0.7086
24005452100,"Sparrows Point, MD",0.7086
49011126104,"Kaysville, UT",0.7086
51061930706,"Remington, VA",0.7086
6037402001,"Claremont, CA",0.7086
1089010622,"Huntsville, AL",0.7086
8123001004,"Evans, CO",0.7086
39155921400,"Warren, OH",0.7086
12103024902,"Pinellas Park, FL",0.7086
6095251400,"Vallejo, CA",0.7086
42091206502,"Schwenksville, PA",0.7086
6059087504,"Southeast Anaheim, Anaheim, CA",0.7086
22085000600,"Florien, LA",0.7086
48251130212,"Joshua, TX",0.7086
20125950500,"Independence, KS",0.7086
6037535102,"South Los Angeles, Los Angeles, CA",0.7086
17031431302,"South Shore, Chicago, IL",0.7086
18055954800,"Bloomfield, IN",0.7086
26081014602,"Byron Center, MI",0.7086
12031014604,"Arlington, Jacksonville, FL",0.7086
45045002506,"Greer, SC",0.7086
48201220200,"Northside, Houston, TX",0.7086
23031023000,"Limerick, ME",0.7086
37159050800,"Salisbury, NC",0.7086
6037139401,"Tarzana, Los Angeles, CA",0.7086
28127950300,"Braxton, MS",0.7086
12073002415,"Royal Oaks, Tallahassee, FL",0.7086
39151702500,"Canton, OH",0.7086
34013006900,"Ironbound District, Newark, NJ",0.7086
35025001100,"Lovington, NM",0.7086
42127961300,"Newfoundland, PA",0.7086
6073003404,"Chollas View, San Diego, CA",0.7085
47093006202,"Knoxville, TN",0.7085
42101033000,"Holmesburg, Philadelphia, PA",0.7085
20173008700,"La Placita Park, Wichita, KS",0.7085
6037267501,"West Los Angeles, Los Angeles, CA",0.7085
21111012501,"Shively, KY",0.7085
36059302000,"Roslyn, NY",0.7085
13055010100,"Summerville, GA",0.7085
26075006100,"Michigan Center, MI",0.7085
36055012700,"Rochester, NY",0.7085
48113015303,"Grand Prairie, TX",0.7085
42101013900,"Cecil B. Moore, Philadelphia, PA",0.7085
36047111600,"Kings County, NY",0.7085
40019892900,"Ardmore, OK",0.7085
6059099240,"Huntington Beach, CA",0.7085
6081608400,"East San Mateo, San Mateo, CA",0.7085
6037104204,"Sylmar, Los Angeles, CA",0.7085
17031823101,"Worth, IL",0.7085
47037016000,"South Nashville, Nashville, TN",0.7085
6041102202,"Novato, CA",0.7085
6037242200,"South Los Angeles, Los Angeles, CA",0.7085
6073013310,"Otay Ranch Village 1, Chula Vista, CA",0.7085
1097006000,"Citronelle, AL",0.7085
13151070310,"McDonough, GA",0.7085
39113080500,"Dayton, OH",0.7085
6065030900,"Riverside Airport, Riverside, CA",0.7085
53061053400,"Arlington, WA",0.7085
6037239310,"South Los Angeles, Los Angeles, CA",0.7085
4021000802,"Florence, AZ",0.7085
24510040100,"Downtown, Baltimore, MD",0.7085
6037462202,"Pasadena, CA",0.7085
12057004200,"Tampa Heights, Tampa, FL",0.7085
24510160801,"Edmondson, Baltimore, MD",0.7085
32003001803,"Las Vegas, NV",0.7085
26049011902,"Davison, MI",0.7085
13115000202,"Armuchee, GA",0.7085
6019005301,"Fresno, CA",0.7085
34005700403,"Maple Shade Township, NJ",0.7085
37179021010,"Weddington, NC",0.7085
53063001400,"Nevada / Lidgerwood, Spokane, WA",0.7085
45079011902,"Hopkins, SC",0.7085
45045002505,"Greer, SC",0.7085
48157670602,"Southwest Houston, Missouri City, TX",0.7085
48453002003,"South Austin, Austin, TX",0.7085
22051021804,"Metairie, LA",0.7085
8089968600,"La Junta, CO",0.7085
42101004001,"Lower Moyamensing, Philadelphia, PA",0.7085
6041108100,"San Rafael, CA",0.7085
32031002409,"Northwest Reno, Reno, NV",0.7085
30067000200,"Livingston, MT",0.7085
29095002300,"East Community Team North, Kansas City, MO",0.7085
37045950400,"Kings Mountain, NC",0.7085
45055970903,"Elgin, SC",0.7085
40131050801,"Oologah, OK",0.7084
51077060102,"Galax, VA",0.7084
6037670100,"Lomita, CA",0.7084
6037576302,"Downtown, Long Beach, CA",0.7084
45051080102,"Aynor, SC",0.7084
36047073000,"Kings County, NY",0.7084
4013614500,"Deer Valley, Phoenix, AZ",0.7084
12127091026,"Deltona Lakes, Deltona, FL",0.7084
39113001000,"Old Dayton, Dayton, OH",0.7084
6019005100,"McLane, Fresno, CA",0.7084
36047119200,"Kings County, NY",0.7084
37071031800,"Gastonia, NC",0.7084
37081015402,"Greensboro, NC",0.7084
51770000100,"Roanoke, VA",0.7084
24003730800,"Arnold, MD",0.7084
12069030203,"Eustis, FL",0.7084
13059150900,"Athens, GA",0.7084
24510260403,"Cedonia, Baltimore, MD",0.7084
8001009306,"Denver, CO",0.7084
18109511000,"Martinsville, IN",0.7084
29161890500,"Rolla, MO",0.7084
1051030300,"Eclectic, AL",0.7084
4013109705,"Laurelwood, Phoenix, AZ",0.7084
37171931003,"Elkin, NC",0.7084
39119911200,"Frazeysburg, OH",0.7084
49011126101,"Kaysville, UT",0.7084
54055001900,"Bluefield, WV",0.7084
23027046002,"Unity, ME",0.7084
18025952000,"Taswell, IN",0.7084
13135050721,"Snellville, GA",0.7084
26125142000,"Pontiac, MI",0.7084
41039000707,"Florence, OR",0.7084
20175966000,"Liberal, KS",0.7084
6007002000,"Paradise, CA",0.7084
45073030300,"Seneca, SC",0.7084
6037276000,"Westchester, Los Angeles, CA",0.7084
13045911200,"Bowdon, GA",0.7084
48467950900,"Ben Wheeler, TX",0.7084
6017030710,"El Dorado Hills, CA",0.7084
48041001604,"Southwood, College Station, TX",0.7084
12011110333,"Towngate, Pembroke Pines, FL",0.7084
48201340600,"Clear Lake, Houston, TX",0.7084
48355006200,"Padre Island, Corpus Christi, TX",0.7084
40109108521,"Northwest Oklahoma City, Oklahoma City, OK",0.7084
48113014501,"Plymoth Park, Irving, TX",0.7084
22055001410,"Youngsville, LA",0.7084
36047034300,"Kings County, NY",0.7084
12017451400,"Inverness, FL",0.7084
24043000301,"Hagerstown, MD",0.7084
6083001704,"Carpinteria, CA",0.7084
6037123020,"Sun Valley, Los Angeles, CA",0.7084
39001770100,"Peebles, OH",0.7084
25027727100,"Paxton, MA",0.7084
1089011021,"Madison, AL",0.7084
36027070401,"Hyde Park, NY",0.7084
48453002105,"University Hills and Windsor Park, Austin, TX",0.7084
21049020400,"Winchester, KY",0.7084
36005012701,"Bronx County, NY",0.7084
36029007000,"Front Park, Buffalo, NY",0.7084
4019004625,"Tucson, AZ",0.7084
26163518600,"Detroit, MI",0.7083
6073012401,"Chula Vista, CA",0.7083
54075960200,"Marlinton, WV",0.7083
41067031006,"Greenway, Beaverton, OR",0.7083
49049000709,"Windsor North, Orem, UT",0.7083
6013303102,"Brentwood, CA",0.7083
8069001709,"Loveland, CO",0.7083
37067003804,"Winston-Salem, NC",0.7083
49035114600,"Riverton, UT",0.7083
10003014200,"Newark, DE",0.7083
47047060501,"Somerville, TN",0.7083
6095251000,"Vallejo, CA",0.7083
23019007100,"Old Town, ME",0.7083
39133600800,"Ravenna, OH",0.7083
28151001200,"Greenville, MS",0.7083
12103024301,"Meadowlawn, Saint Petersburg, FL",0.7083
4013111700,"Coronado, Phoenix, AZ",0.7083
37045951601,"Shelby, NC",0.7083
36071011200,"Middletown, NY",0.7083
48215020904,"McAllen, TX",0.7083
12071070101,"Bokeelia, FL",0.7083
6081612100,"East Palo Alto, CA",0.7083
51059480203,"Tysons, VA",0.7083
4013109400,"Maryvale Village, Phoenix, AZ",0.7083
13213010500,"Chatsworth, GA",0.7083
48491020405,"Acres West, Austin, TX",0.7083
42033330400,"DuBois, PA",0.7083
26099241900,"Clinton Township, MI",0.7083
34003048100,"River Edge, NJ",0.7083
6067007431,"Antelope Vista, Antelope, CA",0.7083
26125145300,"Waterford Township, MI",0.7083
13063040518,"Jonesboro, GA",0.7083
6037271400,"Mar Vista, Los Angeles, CA",0.7083
1073014412,"Birmingham, AL",0.7083
48113009402,"Northwest Dallas, Dallas, TX",0.7083
18057110806,"Fishers, IN",0.7083
39035141500,"Cleveland Heights, OH",0.7083
6041112201,"San Rafael, CA",0.7083
5033020600,"Alma, AR",0.7083
26149041400,"White Pigeon, MI",0.7083
26081004000,"Burton Heights, Grand Rapids, MI",0.7083
48201250800,"Kings River Village, Atascocita, TX",0.7083
17037000200,"Kingston, IL",0.7083
48453001707,"Summerwood, Austin, TX",0.7083
12031002802,"Northwest, Jacksonville, FL",0.7083
17037000600,"Sycamore, IL",0.7083
12086001703,"Miami, FL",0.7083
13121004100,"West End, Atlanta, GA",0.7083
13139001607,"Buford, GA",0.7083
47183968201,"Martin, TN",0.7083
47157021611,"Collierville, TN",0.7083
6019002602,"Roosevelt, Fresno, CA",0.7083
12086000806,"Hialeah, FL",0.7083
8005080300,"Village East, Aurora, CO",0.7083
29099701200,"De Soto, MO",0.7083
17031380200,"Bronzeville, Chicago, IL",0.7083
48027020100,"Troy, TX",0.7083
9003420400,"Plainville, CT",0.7083
50005957000,"Sheffield, VT",0.7083
41005021300,"Milwaukie, OR",0.7083
17031691100,"South Side, Chicago, IL",0.7083
6059074004,"Sandpointe, Santa Ana, CA",0.7083
6059099510,"Leisure World, Seal Beach, CA",0.7083
12017450302,"Citrus Springs, FL",0.7083
20173000400,"Wichita, KS",0.7083
40143000500,"United Neighborhood of Springdale, Tulsa, OK",0.7083
40109107403,"Southeast Oklahoma City, Oklahoma City, OK",0.7083
48121021621,"Northwest Carrollton, Carrollton, TX",0.7083
42119980501,"Lewisburg, PA",0.7083
53063002400,"Emerson Garfield, Spokane, WA",0.7083
24510270102,"Waltherson, Baltimore, MD",0.7082
26093724001,"Fowlerville, MI",0.7082
53033030006,"Federal Way, WA",0.7082
8069000201,"Old Town West, Fort Collins, CO",0.7082
24021740200,"Walkersville, MD",0.7082
28035000700,"Hattiesburg, MS",0.7082
26139020100,"Conklin, MI",0.7082
41051000502,"Mount Scott - Arleta, Portland, OR",0.7082
30029000900,"Kalispell, MT",0.7082
12086003914,"North Beach, Miami Beach, FL",0.7082
26147633100,"North Street, MI",0.7082
26145011901,"Saginaw, MI",0.7082
6037503601,"La Mirada, CA",0.7082
47147080104,"White House, TN",0.7082
10005050301,"Bridgeville, DE",0.7082
36043011002,"Dolgeville, NY",0.7082
16039960400,"Mountain Home, ID",0.7082
37139960502,"Elizabeth City, NC",0.7082
35043940500,"Bernalillo, NM",0.7082
48201451601,"George Bush Park/Eldridge, Houston, TX",0.7082
25023501202,"Hingham, MA",0.7082
37081012803,"Greensboro, NC",0.7082
12103022000,"United Central, Saint Petersburg, FL",0.7082
36087013402,"Sparkill, NY",0.7082
36081015801,"Queens County, NY",0.7082
48201334003,"Southbelt/ Ellington, Houston, TX",0.7082
6037408211,"Rowland Heights, CA",0.7082
42029304300,"Downingtown, PA",0.7082
28047003403,"Biloxi, MS",0.7082
36047006000,"Kings County, NY",0.7082
1073003300,"Ensley, Birmingham, AL",0.7082
13139000204,"Gainesville, GA",0.7082
37109070700,"Lincolnton, NC",0.7082
51071930400,"Pearisburg, VA",0.7082
12099001802,"West Palm Beach, FL",0.7082
34015502002,"Gloucester County, NJ",0.7082
36027100000,"Millerton, NY",0.7082
6023001101,"Arcata, CA",0.7082
42129800400,"New Kensington, PA",0.7082
11001009203,"Northeast Washington, Washington, DC",0.7082
13067030342,"Roswell, GA",0.7082
11001010500,"Southwest Washington, Washington, DC",0.7082
6071007409,"San Andreas, Highland, CA",0.7082
42101037900,"North Philadelphia, Philadelphia, PA",0.7081
26103001500,"Negaunee, MI",0.7081
34003023100,"Hackensack, NJ",0.7081
11001007604,"Southeast Washington, Washington, DC",0.7081
24003740800,"Gambrills, MD",0.7081
48097001100,"Gainesville, TX",0.7081
48141002500,"Austin Terrace, El Paso, TX",0.7081
22075050500,"Port Sulphur, LA",0.7081
36059409400,"Wantagh, NY",0.7081
12103022802,"Disston Heights, Saint Petersburg, FL",0.7081
41039000200,"Springfield, OR",0.7081
6113011002,"Woodland, CA",0.7081
24031700309,"Germantown, MD",0.7081
53061052605,"Lake Stevens, WA",0.7081
6081609500,"San Carlos, CA",0.7081
51179010207,"Stafford, VA",0.7081
36047013500,"Kings County, NY",0.7081
48201210400,"Northside, Houston, TX",0.7081
17031760803,"O'Hare, Chicago, IL",0.7081
6037571600,"Carmelitos, Long Beach, CA",0.7081
13033950100,"Waynesboro, GA",0.7081
36081026300,"Queens County, NY",0.7081
42101038500,"Chestnut Hill, Philadelphia, PA",0.7081
6037402406,"Westmont, Pomona, CA",0.7081
13057091006,"Woodstock, GA",0.7081
28099010400,"Philadelphia, MS",0.7081
49003960100,"Howell, UT",0.7081
47157021731,"Memphis, TN",0.7081
26149041200,"Centreville, MI",0.7081
6037900505,"Lancaster, CA",0.7081
49035103200,"Liberty Wells, Salt Lake City, UT",0.7081
22015011002,"Elm Grove, LA",0.7081
6037123510,"Van Nuys, Los Angeles, CA",0.7081
6013314103,"Bay Point, CA",0.7081
6037531302,"Los Angeles, CA",0.7081
47047060800,"Somerville, TN",0.7081
25027752100,"Douglas, MA",0.7081
45045002813,"Simpsonville, SC",0.7081
35001003805,"Cedar Crest, NM",0.7081
12073002004,"Tallahassee, FL",0.7081
53001950500,"Othello, WA",0.7081
5077470200,"Moro, AR",0.7081
48309000800,"Brookview, Waco, TX",0.7081
53047970300,"Tonasket, WA",0.7081
5119001300,"Capital View, Little Rock, AR",0.7081
41047001602,"Salem, OR",0.7081
4013092709,"Summersett Village, Peoria, AZ",0.7081
48201341400,"Seabrook, TX",0.7081
2020001500,"Rogers Park, Anchorage, AK",0.708
48439111203,"Garden Acres Area, Burleson, TX",0.708
25017337101,"Stoneham, MA",0.708
6029003113,"Bakersfield, CA",0.708
6001406202,"Fruitvale, Oakland, CA",0.708
19127950500,"Marshalltown, IA",0.708
32003000525,"Las Vegas, NV",0.708
38015011105,"Bismarck, ND",0.708
32003004712,"Las Vegas, NV",0.708
12099004904,"Lake Worth, FL",0.708
40143001800,"Turner Park, Tulsa, OK",0.708
55019950200,"Owen, WI",0.708
18093951200,"Mitchell, IN",0.708
12085001410,"Stuart, FL",0.708
6037106407,"Sylmar, Los Angeles, CA",0.708
6037571703,"Addams, Long Beach, CA",0.708
22071007502,"Holly Grove, New Orleans, LA",0.708
6075030900,"Ingleside Terraces, San Francisco, CA",0.708
6065041301,"La Sierra Acres, Riverside, CA",0.708
6037533601,"Bell, CA",0.708
47189030800,"Lebanon, TN",0.708
53041972000,"Randle, WA",0.708
6037127220,"Van Nuys, Los Angeles, CA",0.708
6059088302,"Garden Grove, CA",0.708
6085506402,"West San Jose, San Jose, CA",0.708
53033011300,"Delridge, Seattle, WA",0.708
27095170600,"Princeton, MN",0.708
37119001200,"Country Club Heights, Charlotte, NC",0.708
4027000800,"Atmar, Yuma, AZ",0.708
48003950400,"Andrews, TX",0.708
31109001700,"Near South, Lincoln, NE",0.708
21111012411,"Pleasure Ridge Park, Louisville, KY",0.708
37119001608,"Shannon Park, Charlotte, NC",0.708
48201555701,"Fairfield Inwood Park, Cypress, TX",0.708
48339690402,"Magnolia, TX",0.708
17031811100,"River Grove, IL",0.708
51710003100,"Fairmont Park, Norfolk, VA",0.708
42063961900,"Saltsburg, PA",0.708
1081041200,"Opelika, AL",0.708
53033007800,"Central District, Seattle, WA",0.708
12033003306,"Pensacola, FL",0.708
32007951300,"Elko, NV",0.708
41043030800,"Lebanon, OR",0.708
