tract,Name,Incarceration_Rate
32031002210,"Reno, NV",0.07
13099090200,"Blakely, GA",0.07
4013112504,"Maryvale Village, Phoenix, AZ",0.07
18005010700,"Columbus, IN",0.07
29510121100,"Midtown, St. Louis, MO",0.07
9003500500,"Sheldon Charter Oak, Hartford, CT",0.07
34013004600,"Weequahic, Newark, NJ",0.07
51740212702,"Portsmouth, VA",0.0699
37141920502,"Currie, NC",0.0699
34031180700,"Paterson, NJ",0.0699
34013013300,"Irvington, NJ",0.0699
29095010500,"East Side, Kansas City, MO",0.0699
39099804000,"Wick Park, Youngstown, OH",0.0699
32003006201,"Las Vegas, NV",0.0699
26163543600,"Brightmoor, Detroit, MI",0.0699
17031834700,"Englewood, Chicago, IL",0.0699
37067001300,"Winston-Salem, NC",0.0699
17031710600,"South Side, Chicago, IL",0.0699
42101010600,"Haverford North, Philadelphia, PA",0.0698
42079211702,"Wilkes-Barre, PA",0.0698
4021000208,"Florence, AZ",0.0698
48277000500,"Paris, TX",0.0698
24033801808,"Hillcrest Heights, MD",0.0698
12097042300,"Kissimmee, FL",0.0698
49049010109,"Harvest Hills, Saratoga Springs, UT",0.0698
27053025100,"East Bloomington, Bloomington, MN",0.0698
26077000300,"Northside, Kalamazoo, MI",0.0698
48439106202,"Fort Worth, TX",0.0698
47093007000,"Mechanicsville, Knoxville, TN",0.0698
47065001100,"Orchard Knob, Chattanooga, TN",0.0698
5119001100,"Little Rock, AR",0.0698
12099001403,"Riviera Beach, FL",0.0698
8123000705,"Greeley, CO",0.0698
48121020108,"Little Elm, TX",0.0698
22033000400,"Mid City North, Baton Rouge, LA",0.0697
48041001601,"College Station, TX",0.0697
28087000800,"Columbus, MS",0.0697
21091960200,"Lewisport, KY",0.0697
6071002207,"Fontana, CA",0.0697
24005421300,"Dundalk, MD",0.0697
29095007802,"Swope Parkway - Elmwood, Kansas City, MO",0.0697
9003501800,"Clay Arsenal, Hartford, CT",0.0697
29510108100,"Baden, St. Louis, MO",0.0697
39113021700,"Dayton, OH",0.0696
40109102900,"Central Oklahoma City, Oklahoma City, OK",0.0696
42043021400,"Harrisburg, PA",0.0696
37023020202,"Morganton, NC",0.0696
26025003600,"Albion, MI",0.0696
34039039300,"Plainfield, NJ",0.0696
27149480200,"Morris, MN",0.0696
12111381000,"Fort Pierce, FL",0.0696
26163501200,"Detroit, MI",0.0696
13131950300,"Cairo, GA",0.0696
21095970600,"Wallins Creek, KY",0.0696
17167000800,"Pillsbury, Springfield, IL",0.0696
48183001100,"Longview, TX",0.0696
17197881700,"Joliet, IL",0.0695
4019004431,"Gladden Farms, Marana, AZ",0.0695
18097350400,"Mapleton - Fall Creek, Indianapolis, IN",0.0695
39155920500,"Warren, OH",0.0695
48201314300,"South Main, Houston, TX",0.0695
12073002603,"Tallahassee, FL",0.0695
12021010604,"East Naples, Naples, FL",0.0695
17031670700,"South Side, Chicago, IL",0.0695
55079002600,"Old North Milwaukee, Milwaukee, WI",0.0695
42133001200,"York, PA",0.0694
26027001100,"Edwardsburg, MI",0.0694
47157011700,"South Memphis, Memphis, TN",0.0694
13139000101,"Lula, GA",0.0694
47149041600,"Murfreesboro, TN",0.0694
51013103100,"Nauck, Arlington, VA",0.0694
48375012800,"Amarillo, TX",0.0694
20209041200,"Northeast, Kansas City, KS",0.0694
12095011600,"Orlando, FL",0.0694
48181001300,"Sherman, TX",0.0694
42101019800,"Hunting Park, Philadelphia, PA",0.0694
18183050600,"Columbia City, IN",0.0694
37021000300,"Historic Montford, Asheville, NC",0.0694
37167930200,"Albemarle, NC",0.0694
13293010400,"Thomaston, GA",0.0694
37167931201,"Albemarle, NC",0.0693
5031000602,"Jonesboro, AR",0.0693
17031611000,"Back of the Yards, Chicago, IL",0.0693
10001042201,"Magnolia, DE",0.0693
6081610302,"Redwood City, CA",0.0693
48121021733,"Lewisville, TX",0.0693
42043020100,"Harrisburg, PA",0.0693
42101010300,"Haddington, Philadelphia, PA",0.0693
12115001301,"Sarasota, FL",0.0693
48113020200,"Dallas, TX",0.0693
13067031509,"Powder Springs, GA",0.0693
13135050318,"Norcross, GA",0.0693
29095016500,"East Side, Kansas City, MO",0.0693
42101017201,"Allegheny West, Philadelphia, PA",0.0693
48491020706,"Forest Ridge, Round Rock, TX",0.0693
26163507200,"Detroit, MI",0.0692
17031812200,"Oak Park, IL",0.0692
37001020802,"Burlington, NC",0.0692
5131000400,"Fort Smith, AR",0.0692
36093032601,"Antonia Hills, Schenectady, NY",0.0692
22071001730,"Village De L'Est, New Orleans, LA",0.0692
39061001000,"Over-The-Rhine, Cincinnati, OH",0.0692
29095016400,"East Community Team South, Kansas City, MO",0.0692
34013010300,"East Orange, NJ",0.0692
12101032103,"Palm Cove, Wesley Chapel, FL",0.0692
39061008000,"Winton Hills, Cincinnati, OH",0.0692
11001009802,"Southeast Washington, Washington, DC",0.0692
24510250301,"Westport, Baltimore, MD",0.0692
55087940000,"Oneida, Oneida, WI",0.0691
55131460101,"Hubertus, WI",0.0691
11001009301,"Northeast Washington, Washington, DC",0.0691
18113971800,"Kendallville, IN",0.0691
45019003800,"North Charleston, SC",0.0691
1101005611,"Montgomery, AL",0.0691
6065044522,"Desert Hot Springs, CA",0.0691
21117060900,"Austinburg, Covington, KY",0.0691
13051010809,"Savannah, GA",0.0691
47155080902,"Sevierville, TN",0.0691
51770000900,"Roanoke, VA",0.0691
39003013600,"Lima, OH",0.0691
12057004000,"South Nebraska, Tampa, FL",0.0691
10003002100,"Wilmington, DE",0.0691
42091204300,"Bala Cynwyd, PA",0.0691
51179010205,"Stafford, VA",0.0691
51087200121,"Wellesley, Henrico, VA",0.069
4013420304,"Hermosa Vista Flood, Mesa, AZ",0.069
42101016200,"Norris Square, Philadelphia, PA",0.069
20209040500,"Bethel Welborn, Kansas City, KS",0.069
47157003700,"Medical District, Memphis, TN",0.069
18001030600,"Berne, IN",0.069
9009361500,"West Haven, CT",0.069
29510106300,"Wells-Goodfellow, St. Louis, MO",0.069
45051060207,"Myrtle Beach, SC",0.069
13093970200,"Vienna, GA",0.069
40109107207,"South Oklahoma City, Oklahoma City, OK",0.069
19139051000,"Muscatine, IA",0.069
12083000200,"Citra, FL",0.069
24510130300,"Penn North, Baltimore, MD",0.069
8031004405,"East, Denver, CO",0.069
36119014200,"Peekskill, NY",0.069
36029001402,"Willert Park, Buffalo, NY",0.069
26125128400,"Lake Orion, Orion charter Township, MI",0.069
42003101700,"Garfield, Pittsburgh, PA",0.0689
12095018700,"Orlando, FL",0.0689
12071060300,"Bonita Springs, FL",0.0689
48121021201,"Denton, TX",0.0689
6065045122,"Indian Wells, CA",0.0689
48145000400,"Marlin, TX",0.0689
24510080500,"Darley Park, Baltimore, MD",0.0689
50003970900,"Bennington County, VT",0.0689
48181000600,"Denison, TX",0.0689
13297110400,"Monroe, GA",0.0689
12107950800,"Palatka, FL",0.0689
27053022901,"Wolfe Park, Minneapolis, MN",0.0689
37063001303,"North Carolina Central University, Durham, NC",0.0688
1115040203,"Pell City, AL",0.0688
53061053101,"Arlington, WA",0.0688
1097007600,"Prichard, AL",0.0688
24510080102,"Belair - Edison, Baltimore, MD",0.0688
36047094402,"Kings County, NY",0.0688
24003706500,"Annapolis, MD",0.0688
10003002200,"Hilltop, Wilmington, DE",0.0688
18003011201,"Fort Wayne, IN",0.0687
24025303603,"Bel Air, MD",0.0687
6085510001,"Los Altos, CA",0.0687
42049001900,"Little Italy, Erie, PA",0.0687
48347950700,"Nacogdoches, TX",0.0687
18097356200,"Mile Square, Indianapolis, IN",0.0687
39035116600,"Forest Hills, Cleveland, OH",0.0687
54049020500,"Fairmont, WV",0.0687
45045001900,"Greenville, SC",0.0687
51770001000,"Roanoke, VA",0.0687
12071020501,"Diplomat, North Fort Myers, FL",0.0687
51061930704,"Midland, VA",0.0686
26163500900,"Detroit, MI",0.0686
4013114500,"Estrella Village, Phoenix, AZ",0.0686
48127950400,"Asherton, TX",0.0686
53033007100,"Lower Queen Anne, Seattle, WA",0.0686
48439113218,"Fort Worth, TX",0.0686
12061050302,"Vero Beach, FL",0.0686
4013811000,"Chandler, AZ",0.0686
48373210203,"Livingston, TX",0.0686
13067030343,"Roswell, GA",0.0686
46031941100,"McLaughlin, SD",0.0685
39035193800,"North Randall, OH",0.0685
27037061004,"Rosemount, MN",0.0685
37089930701,"Mills River, NC",0.0685
40143000700,"Tulsa, OK",0.0685
34009020500,"Woodbine, NJ",0.0685
26163550900,"Grosse Pointe Shores, MI",0.0685
48439106700,"Jenkins Heights - Crest Ridge, Fort Worth, TX",0.0685
4013040520,"Vistancia, Peoria, AZ",0.0685
12086000402,"Miami Gardens, FL",0.0685
34005702204,"Pemberton, NJ",0.0685
17177000700,"Freeport, IL",0.0685
48309002900,"Woodway, TX",0.0685
48491020708,"Round Rock, TX",0.0685
9001061200,"Fairfield, CT",0.0685
55079000201,"Milwaukee, WI",0.0685
55025010300,"Madison, WI",0.0685
2185000200,"North Slope County, AK",0.0684
17047956900,"West Salem, IL",0.0684
13075960400,"Adel, GA",0.0684
33011200400,"Downtown, Manchester, NH",0.0684
13069010500,"Douglas, GA",0.0684
36081036300,"Queens County, NY",0.0684
48027022200,"Killeen, TX",0.0684
48473680600,"Hockley, TX",0.0684
48201531800,"Acres Homes, Houston, TX",0.0684
48121021202,"Denton, TX",0.0684
22055000100,"Downtown, Lafayette, LA",0.0684
51041100506,"Chester, VA",0.0684
12093910300,"Okeechobee, FL",0.0683
22063040201,"Livingston, LA",0.0683
13277960700,"Tifton, GA",0.0683
13063040308,"Forest Park, GA",0.0683
12115000101,"Downtown, Sarasota, FL",0.0683
29095005801,"Boulevard Village, Kansas City, MO",0.0683
51177020309,"Fredericksburg, VA",0.0683
47037015200,"Donelson, Nashville, TN",0.0683
13215010205,"Columbus, GA",0.0683
51760041100,"Fan District, Richmond, VA",0.0683
42101006300,"Southwest Philadelphia, Philadelphia, PA",0.0683
26163531800,"Dexter-Linwood, Detroit, MI",0.0683
22051027602,"Bridge City, LA",0.0683
12031013100,"Venetia, Jacksonville, FL",0.0683
10003002900,"Compton Village, Wilmington, DE",0.0683
12045960200,"Port Saint Joe, FL",0.0683
26145000600,"Saginaw, MI",0.0683
12109020200,"St. Augustine, FL",0.0682
24017850801,"Waldorf, MD",0.0682
36047002300,"Kings County, NY",0.0682
45087030900,"Union, SC",0.0682
34013004300,"Upper Clinton Hill, Newark, NJ",0.0682
12119911500,"Wildwood, FL",0.0682
20103070100,"Leavenworth, KS",0.0682
13115001300,"Rome, GA",0.0682
55101000600,"Racine, WI",0.0682
55025011402,"Sun Prairie, WI",0.0682
37037020103,"Chapel Hill, NC",0.0682
55015020800,"Appleton, WI",0.0682
42003482500,"Homestead, PA",0.0682
18151971400,"Angola, IN",0.0682
45019003113,"North Charleston, SC",0.0682
4013061043,"Sundial, El Mirage, AZ",0.0682
36081015300,"Queens County, NY",0.0682
46017940200,"Chamberlain, SD",0.0681
13121004200,"West End, Atlanta, GA",0.0681
9001230400,"Newtown, CT",0.0681
26065006700,"Downtown, Lansing, MI",0.0681
12095011702,"Southwest Orlando, Orlando, FL",0.0681
37129010502,"Devon Park, Wilmington, NC",0.0681
48201332200,"South Side, Houston, TX",0.0681
12057004100,"Tampa Heights, Tampa, FL",0.0681
55079012300,"Martin Drive, Milwaukee, WI",0.0681
10003011800,"Wilmington, DE",0.0681
51061930707,"Bealeton, VA",0.0681
55079001200,"Silver Spring, Milwaukee, WI",0.0681
12073002304,"Tallahassee, FL",0.068
47083120200,"Erin, TN",0.068
48029152000,"Southside, San Antonio, TX",0.068
10003002800,"Wilmington, DE",0.068
47121960300,"Decatur, TN",0.068
39113001000,"Old Dayton, Dayton, OH",0.068
34001011500,"Mays Landing, Hamilton Township, NJ",0.068
48041000604,"Thomas Heights, Bryan, TX",0.068
18105000602,"Bloomington, IN",0.068
45079002800,"Midtown - Downtown, Columbia, SC",0.068
19163012801,"Davenport, IA",0.068
42003250700,"California-Kirkbride, Pittsburgh, PA",0.068
37007920400,"Wadesboro, NC",0.068
20209040400,"Northwest, Kansas City, KS",0.068
18145710400,"Shelbyville, IN",0.068
48309000800,"Brookview, Waco, TX",0.068
12103026001,"Clearwater Beach, Clearwater, FL",0.068
19127950200,"State Center, IA",0.0679
5119002800,"North Little Rock, AR",0.0679
20125950900,"Coffeyville, KS",0.0679
34001011403,"Mays Landing, Hamilton Township, NJ",0.0679
26049001800,"Flint, MI",0.0679
8123001902,"Brighton, CO",0.0679
24510271600,"Edgecomb, Baltimore, MD",0.0679
13067031113,"Marietta, GA",0.0679
13115000100,"Rome, GA",0.0679
48439106400,"Fort Worth, TX",0.0679
10003002500,"Wilmington, DE",0.0679
9001080700,"Stratford, CT",0.0679
12103027402,"Tarpon Springs, FL",0.0679
12057014008,"Sun City Center, FL",0.0679
13115001800,"Lindale, GA",0.0679
11001007200,"Capitol Riverfront, Washington, DC",0.0679
18003001600,"Harvester Community, Fort Wayne, IN",0.0679
48201422500,"Southwest Houston, Houston, TX",0.0678
12099006006,"Boynton Beach, FL",0.0678
17097863100,"North Chicago, IL",0.0678
2261000300,"Valdez, AK",0.0678
34013002600,"West Side, Newark, NJ",0.0678
45019003105,"North Charleston, SC",0.0678
51550020002,"Indian River, Chesapeake, VA",0.0678
31055001100,"Long School, Omaha, NE",0.0678
34021001402,"Stuyvesant/Prospect, Trenton, NJ",0.0678
41009970900,"Scappoose, OR",0.0678
48319950200,"Mason, TX",0.0678
48309000900,"Dean Highland, Waco, TX",0.0678
51173030100,"Marion, VA",0.0678
13219030600,"Bishop, GA",0.0678
17031815900,"Forest Park, IL",0.0678
55079020300,"Morgandale, Milwaukee, WI",0.0677
12031011000,"Northside, Jacksonville, FL",0.0677
42011000100,"Reading, PA",0.0677
8031004506,"West, Denver, CO",0.0677
12055960900,"Sebring, FL",0.0677
42101020300,"North Philadelphia, Philadelphia, PA",0.0677
37129012202,"Carolina Beach, NC",0.0677
40109102300,"Central Oklahoma City, Oklahoma City, OK",0.0677
29165030002,"Riverside, MO",0.0677
8101002100,"Bessemer, Pueblo, CO",0.0677
48121021512,"Highland Village, TX",0.0677
24031700312,"Clarksburg, MD",0.0677
11001007406,"Southeast Washington, Washington, DC",0.0677
18145710602,"Shelbyville, IN",0.0677
45079000300,"Columbia, SC",0.0677
37081014200,"High Point, NC",0.0676
17031251900,"Austin, Chicago, IL",0.0676
29510104500,"St. Louis, MO",0.0676
48209010304,"San Marcos, TX",0.0676
42079216800,"Freeland, PA",0.0676
47157022023,"Whitehaven, Memphis, TN",0.0676
5035031200,"West Memphis, AR",0.0676
39035117101,"North Collinwood, Cleveland, OH",0.0676
36047004900,"Kings County, NY",0.0676
13267950201,"Reidsville, GA",0.0676
12103025108,"Saint Petersburg, FL",0.0676
21195930800,"Jenkins, KY",0.0676
1097002400,"Rickarby, Mobile, AL",0.0676
24033800608,"Greater Upper Marlboro, Upper Marlboro, MD",0.0676
26021000600,"Benton Harbor, MI",0.0676
48375014700,"Amarillo, TX",0.0675
13285960400,"LaGrange, GA",0.0675
47177930600,"McMinnville, TN",0.0675
48441011900,"Original Town South, Abilene, TX",0.0675
36061020800,"Harlem, New York, NY",0.0675
55079002700,"Wahl Park, Milwaukee, WI",0.0675
51710005701,"Partra, Norfolk, VA",0.0675
29217950600,"Sheldon, MO",0.0675
39087050100,"Ironton, OH",0.0675
46039953700,"Clear Lake, SD",0.0675
47105060502,"Loudon, TN",0.0675
42101004101,"South Philadelphia, Philadelphia, PA",0.0675
4013813100,"Chandler, AZ",0.0675
32023960200,"Tonopah, NV",0.0675
24005408400,"Cockeysville, MD",0.0675
16027020100,"Nampa, ID",0.0675
55079011400,"Brewer's Hill, Milwaukee, WI",0.0675
39061022700,"Cincinnati, OH",0.0675
55133202400,"Seitz Estates, Waukesha, WI",0.0675
17019000901,"Champaign, IL",0.0674
26081003100,"Madison Area, Grand Rapids, MI",0.0674
34007600800,"Pyne Poynt, Camden, NJ",0.0674
12057005000,"Northwest Tampa, Tampa, FL",0.0674
13071970702,"Moultrie, GA",0.0674
26077002201,"Kalamazoo, MI",0.0674
51177020403,"Partlow, VA",0.0674
12105010401,"South Lake Morton Historic District, Lakeland, FL",0.0674
39061005500,"Madisonville, Cincinnati, OH",0.0674
55079018100,"Bay View, Milwaukee, WI",0.0674
39035183502,"Shaker Heights, OH",0.0674
39047925800,"Bloomingburg, OH",0.0674
26145001100,"Saginaw, MI",0.0674
11001009603,"Northeast Washington, Washington, DC",0.0674
51199051000,"Williamsburg, VA",0.0674
29189221800,"Berkeley, MO",0.0673
40143005002,"Tulsa, OK",0.0673
18003011302,"Hickory Grove, Fort Wayne, IN",0.0673
42091205300,"Ardmore, PA",0.0673
12069030208,"Eustis, FL",0.0673
27053100200,"Webber-Camden, Minneapolis, MN",0.0673
18097355300,"Emerson Heights, Indianapolis, IN",0.0673
39113165100,"MacFarlane, Dayton, OH",0.0673
6037241002,"South Los Angeles, Los Angeles, CA",0.0673
12011030600,"Pompano Beach, FL",0.0673
22071000901,"Lower Ninth Ward, New Orleans, LA",0.0673
12001002102,"Micanopy, FL",0.0673
22097960400,"Krotz Springs, LA",0.0672
22119031900,"Minden, LA",0.0672
8031008386,"Montbello, Denver, CO",0.0672
48097000600,"Gainesville, TX",0.0672
51710003300,"Ballentine Place, Norfolk, VA",0.0672
8001009308,"Denver, CO",0.0672
25017354000,"Neighborhood Nine, Cambridge, MA",0.0672
12086000129,"Aventura, FL",0.0672
45045002808,"Greenville, SC",0.0672
24003706700,"Naval Academy, Annapolis, MD",0.0672
12021000700,"Redevelopment Area, Naples, FL",0.0672
55127000400,"Whitewater, WI",0.0672
30003940400,"Lame Deer, MT",0.0671
6055201101,"Napa, CA",0.0671
42101016701,"North Philadelphia, Philadelphia, PA",0.0671
10001041300,"Dover, DE",0.0671
12091022700,"Fort Walton Beach, FL",0.0671
42101015102,"North Philadelphia, Philadelphia, PA",0.0671
24011955302,"Denton, MD",0.0671
42101037700,"North Philadelphia, Philadelphia, PA",0.0671
12086007101,"Coconut Grove, Miami, FL",0.0671
48201331300,"Southeast Houston, Houston, TX",0.0671
11001008001,"Northeast Washington, Washington, DC",0.0671
1073004500,"Five Points South, Birmingham, AL",0.0671
36071000501,"Newburgh, NY",0.0671
12095018500,"Southwest Orlando, Orlando, FL",0.0671
22033001600,"Mid City South, Baton Rouge, LA",0.0671
48309000700,"Sanger-Heights, Waco, TX",0.0671
48303010510,"Lubbock, TX",0.0671
42101008302,"Cobbs Creek, Philadelphia, PA",0.0671
51760010800,"North Highland Park, Richmond, VA",0.0671
48469000301,"Victoria, TX",0.0671
12005001000,"Panama City, FL",0.0671
37119000900,"Villa Heights, Charlotte, NC",0.067
48231961000,"Greenville, TX",0.067
2170000703,"Wasilla, AK",0.067
55079018300,"Bay View, Milwaukee, WI",0.067
48309002700,"Heart of Texas, Waco, TX",0.067
48305950400,"Wilson, TX",0.067
26099242100,"Clinton Township, MI",0.067
42101013402,"Fairmount, Philadelphia, PA",0.067
51061930706,"Remington, VA",0.067
45019005400,"Wagener Terrace, Charleston, SC",0.067
18163001100,"Glenwood, Evansville, IN",0.067
17167001500,"Pioneer Park, Springfield, IL",0.067
36039080402,"Hunter, NY",0.067
26049012202,"Flint, MI",0.067
9009351100,"Waterbury, CT",0.067
48491021202,"Taylor, TX",0.067
13067030411,"Marietta, GA",0.0669
13285960600,"LaGrange, GA",0.0669
13121008101,"Westwood Terrace, Atlanta, GA",0.0669
18027954700,"Washington, IN",0.0669
34021001700,"North Trenton, Trenton, NJ",0.0669
18097360402,"Northeastwood, Indianapolis, IN",0.0669
18097380502,"Indianapolis, IN",0.0669
36069051000,"Canandaigua, NY",0.0669
11001006400,"Southwest Washington, Washington, DC",0.0669
48349970700,"Corsicana, TX",0.0669
48315950100,"Jefferson, TX",0.0669
24033803401,"Landover, Hyattsville, MD",0.0669
34013005100,"Weequahic, Newark, NJ",0.0669
20173001800,"New Salem, Wichita, KS",0.0669
22015011300,"Bossier City, LA",0.0669
42101013700,"Brewerytown, Philadelphia, PA",0.0669
12011080200,"Melaleuca Gardens, Dania Beach, FL",0.0669
42003523200,"Laketon Heights, Pittsburgh, PA",0.0669
18097354400,"Holy Cross, Indianapolis, IN",0.0669
48201232100,"Pine Village North, Houston, TX",0.0669
12031000300,"Urban Core, Jacksonville, FL",0.0669
26049000400,"Flint, MI",0.0668
47065001800,"St. Elmo Improvement League, Chattanooga, TN",0.0668
12009062600,"Collage Park, Cocoa, FL",0.0668
48453002111,"Johnston Terrace, Austin, TX",0.0668
13089023801,"Atlanta, GA",0.0668
45091061707,"Lake Wylie, SC",0.0668
53063003900,"Comstock, Spokane, WA",0.0668
37081011102,"Dudley Heights, Greensboro, NC",0.0668
37183050800,"Southeast Raleigh, Raleigh, NC",0.0668
32003004401,"North Las Vegas, NV",0.0668
17031671200,"Englewood, Chicago, IL",0.0668
18177000500,"Richmond, IN",0.0668
26145000700,"Saginaw, MI",0.0668
1103000600,"Decatur, AL",0.0668
47157000400,"New Chicago, Memphis, TN",0.0668
24003751102,"Glen Burnie, MD",0.0668
39049009311,"Shady Lane, Columbus, OH",0.0668
29155470200,"Hayti, MO",0.0668
47037015631,"Antioch, Nashville, TN",0.0668
51770002400,"Melrose-Rugby, Roanoke, VA",0.0668
8035014140,"Southridge, Highlands Ranch, CO",0.0668
47149041900,"Murfreesboro, TN",0.0668
37135010704,"Chapel Hill, NC",0.0668
40143004600,"Tulsa, OK",0.0667
55009940002,"Green Bay, WI",0.0667
9009142500,"Fair Haven, New Haven, CT",0.0667
13115002100,"Rome, GA",0.0667
6085509901,"Blossom Valley, Mountain View, CA",0.0667
37119005510,"West Sugar Creek, Charlotte, NC",0.0667
18097341902,"Wayne, Indianapolis, IN",0.0667
51680001100,"Diamond Hill, Lynchburg, VA",0.0667
47157006500,"Memphis, TN",0.0667
51083930800,"South Boston, VA",0.0667
37193961100,"Wilkesboro, NC",0.0667
18003004400,"Oxford, Fort Wayne, IN",0.0667
47157006000,"Memphis, TN",0.0667
9009352200,"Waterbury, CT",0.0667
26125130500,"White Lake, White Lake charter Township, MI",0.0667
21101020300,"Henderson, KY",0.0667
45019003500,"North Charleston, SC",0.0667
39041011530,"Lewis Center, OH",0.0667
48453001833,"Windsor Hills, Austin, TX",0.0667
36055006400,"Genesee-Jefferson, Rochester, NY",0.0667
34027043303,"Morristown, NJ",0.0667
12057001900,"East Tampa, Tampa, FL",0.0667
24021740200,"Walkersville, MD",0.0666
39035151500,"East Cleveland, OH",0.0666
47157011100,"Douglass, Memphis, TN",0.0666
39049002520,"Eastgate, Columbus, OH",0.0666
26163521500,"North Corktown, Detroit, MI",0.0666
42101011300,"Overbrook, Philadelphia, PA",0.0666
40055967100,"Granite, OK",0.0666
4021000802,"Florence, AZ",0.0666
21067001100,"Galberith, Lexington, KY",0.0666
26125142400,"Unity Park Neighborhood, Pontiac, MI",0.0666
48439103602,"Fort Worth, TX",0.0666
13115001702,"Rome, GA",0.0666
55079003700,"Grasslyn Manor, Milwaukee, WI",0.0666
40143009101,"Tulsa, OK",0.0665
48291700200,"Cleveland, TX",0.0665
29183311733,"O'Fallon, MO",0.0665
51097950500,"Shacklefords, VA",0.0665
12021011302,"Corkscrew, Immokalee, FL",0.0665
12031011700,"Biltmore, Jacksonville, FL",0.0665
20209041300,"Northwest, Kansas City, KS",0.0665
20173001000,"Country Overlook, Wichita, KS",0.0665
25009254403,"Andover, MA",0.0665
51678930500,"Lexington, VA",0.0665
9001073200,"Boston Ave - Mill Hill, Bridgeport, CT",0.0665
48201423302,"Greater Fondren Southwest, Houston, TX",0.0665
4013613500,"Peoria, AZ",0.0665
39113000700,"Southern Dayton View, Dayton, OH",0.0665
42101020000,"North Philadelphia, Philadelphia, PA",0.0665
4015951502,"Bullhead City, AZ",0.0665
48113008603,"Cedar Crest, Dallas, TX",0.0665
10001041400,"Dover, DE",0.0665
18089012100,"Gary, IN",0.0665
39151701800,"Canton, OH",0.0665
48051970400,"Snook, TX",0.0664
13051010601,"Garden City, GA",0.0664
17031816000,"Forest Park, IL",0.0664
10003013400,"Wilmington, DE",0.0664
37119003105,"Quail Hollow, Charlotte, NC",0.0664
12011041400,"Central Fort Lauderdale, Fort Lauderdale, FL",0.0664
55101000400,"Racine, WI",0.0664
19013002400,"Cedar Falls, IA",0.0664
27037060749,"Eagan, MN",0.0664
6111001204,"Ventura, CA",0.0664
34021000600,"Villa Park, Trenton, NJ",0.0664
8059010405,"I-70 Corridor, Arvada, CO",0.0663
42101015200,"Cecil B. Moore, Philadelphia, PA",0.0663
26163516400,"Islandview, Detroit, MI",0.0663
48453001768,"Austin, TX",0.0663
48439102500,"Como, Fort Worth, TX",0.0663
1125012404,"Tuscaloosa, AL",0.0663
6061021106,"Rocklin, CA",0.0663
13135050730,"Loganville, GA",0.0663
42101024900,"East Germantown, Philadelphia, PA",0.0663
39049007730,"Clinton Estates, Columbus, OH",0.0663
48201211700,"Northside, Houston, TX",0.0663
9011690400,"New London, CT",0.0663
17163501200,"East Saint Louis, IL",0.0663
6065040702,"Norco, CA",0.0663
17031390300,"Kenwood, Chicago, IL",0.0663
10003016100,"New Castle, DE",0.0662
42133021711,"Spring Grove, PA",0.0662
1055011001,"Boaz, AL",0.0662
36081043400,"Queens County, NY",0.0662
27037060103,"West Saint Paul, MN",0.0662
51650011900,"Wythe, Hampton, VA",0.0662
13293010100,"Thomaston, GA",0.0662
6001403100,"Downtown Oakland, Oakland, CA",0.0662
51087200804,"Richmond, VA",0.0662
13009970702,"Milledgeville, GA",0.0662
12031017200,"Downtown, Jacksonville, FL",0.0662
33013033000,"Chichester, NH",0.0662
45019005300,"Charleston, SC",0.0662
48303001200,"Dunbar-Manhattan Heights, Lubbock, TX",0.0662
42133000600,"York, PA",0.0662
48113012211,"Dallas, TX",0.0662
34027043301,"Morristown, NJ",0.0662
48201451403,"Westside, Houston, TX",0.0662
42003260900,"Northview Heights, Pittsburgh, PA",0.0661
47163040200,"Kingsport, TN",0.0661
48213950601,"Gun Barrel City, TX",0.0661
18095001300,"Anderson, IN",0.0661
47187050601,"Franklin, TN",0.0661
13117130304,"Cumming, GA",0.0661
13067030506,"Marietta, GA",0.0661
36065026400,"Utica, NY",0.0661
42101011900,"Wynnefield, Philadelphia, PA",0.0661
55079006500,"Franklin Heights, Milwaukee, WI",0.0661
33015063002,"Seabrook, NH",0.0661
17031390400,"Kenwood, Chicago, IL",0.0661
51067020600,"Ferrum, VA",0.0661
37063002008,"Hope Valley, Durham, NC",0.0661
21037052200,"Bellevue, KY",0.0661
48303000202,"Jackson-Mahon, Lubbock, TX",0.0661
18089012000,"Gary, IN",0.0661
12021011002,"City of Marco, Marco Island, FL",0.0661
39017010102,"Oxford, OH",0.0661
17031670100,"Englewood, Chicago, IL",0.066
13067031311,"Austell, GA",0.066
24510250102,"Yale Heights, Baltimore, MD",0.066
42021000600,"Johnstown, PA",0.066
42101003100,"South Philadelphia, Philadelphia, PA",0.066
18003010307,"Fort Wayne, IN",0.066
39009973101,"Athens, OH",0.066
48223950600,"Sulphur Springs, TX",0.066
48451000900,"San Angelo, TX",0.066
47037010903,"Village By The Creek, Nashville, TN",0.066
47037012801,"Haynes Park, Nashville, TN",0.066
13215011100,"Columbus, GA",0.066
12083001900,"Historic District, Ocala, FL",0.066
36065025001,"Clinton, NY",0.066
37067003105,"Walkertown, NC",0.066
45023020800,"Fort Lawn, SC",0.066
6033000702,"Clearlake, CA",0.066
34001010600,"Egg Harbor City, NJ",0.066
34007601400,"Parkside, Camden, NJ",0.0659
12099001700,"Old Northwood Historic District, West Palm Beach, FL",0.0659
51650011500,"Wythe, Hampton, VA",0.0659
17031222800,"Logan Square, Chicago, IL",0.0659
